,prompt,class,environment,weather,amount
2197,Two pedal boats in the offshore platform area with foggy weather.,pedal boat,offshore platform area,foggy,Two
2198,Three pedal boats in the offshore platform area with foggy weather.,pedal boat,offshore platform area,foggy,Three
2199,"

Pedal boats lined up on an offshore platform in foggy conditions.",pedal boat,offshore platform area,foggy,Multiple
2200,Pedal boat in offshore platform area during windy weather.,pedal boat,offshore platform area,windy,Single
2201,Two pedal boats in the offshore platform area during windy weather.,pedal boat,offshore platform area,windy,Two
2202,Three pedal boats in the offshore platform area during windy weather.,pedal boat,offshore platform area,windy,Three
2203,Multiple pedal boats in the offshore platform area during windy weather.,pedal boat,offshore platform area,windy,Multiple
2204,"

Clear day at the offshore platform area. A single pedal boat bobbing gently on the tranquil water.",pedal boat,offshore platform area,clear,Single
2205,Two pedal boats in the offshore platform area with clear weather.,pedal boat,offshore platform area,clear,Two
2206,Three pedal boats in the offshore platform area with clear weather.,pedal boat,offshore platform area,clear,Three
2207,"

Clear day at the offshore platform area. Several pedal boats anchored in the calm waters.",pedal boat,offshore platform area,clear,Multiple
2208,A single pedal boat near a lighthouse in a sunny day.,pedal boat,near lighthouse,sunny,Single
2209,Two pedal boats near a lighthouse in sunny weather.,pedal boat,near lighthouse,sunny,Two
2210,Three pedal boats near a lighthouse in sunny weather.,pedal boat,near lighthouse,sunny,Three
2211,A pedal boat anchored in the shallow waters near a sunny lighthouse.,pedal boat,near lighthouse,sunny,Multiple
2212,"

A single pedal boat near a lighthouse in a cloudy day.",pedal boat,near lighthouse,cloudy,Single
2213,Two pedal boats near a lighthouse in cloudy weather.,pedal boat,near lighthouse,cloudy,Two
2214,Three pedal boats near a lighthouse in cloudy weather.,pedal boat,near lighthouse,cloudy,Three
2215,"

A pedal boat anchored near a lighthouse in a cloudy weather.",pedal boat,near lighthouse,cloudy,Multiple
2216,A single pedal boat in the rain near a lighthouse.,pedal boat,near lighthouse,rainy,Single
2217,Two pedal boats near a lighthouse in the rain.,pedal boat,near lighthouse,rainy,Two
2218,Three pedal boats near a lighthouse in the rain.,pedal boat,near lighthouse,rainy,Three
2219,A pedal boat anchored near a lighthouse in the rain.,pedal boat,near lighthouse,rainy,Multiple
2220,A single pedal boat in the shadow of a near lighthouse during a stormy weather.,pedal boat,near lighthouse,stormy,Single
2221,Two pedal boats near a lighthouse in a stormy weather.,pedal boat,near lighthouse,stormy,Two
2222,Three pedal boats near a lighthouse in a stormy weather.,pedal boat,near lighthouse,stormy,Three
2223,"

A pedal boat anchored near a lighthouse, weathered by stormy conditions.",pedal boat,near lighthouse,stormy,Multiple
2224,A single pedal boat in the snowy near lighthouse.,pedal boat,near lighthouse,snowy,Single
2225,Two pedal boats near a lighthouse in a snowy weather.,pedal boat,near lighthouse,snowy,Two
2226,Three pedal boats near a lighthouse in a snowy weather.,pedal boat,near lighthouse,snowy,Three
2227,"

A pedal boat anchored near a snow-covered lighthouse.",pedal boat,near lighthouse,snowy,Multiple
2228,"

A single pedal boat in the fog near a lighthouse.",pedal boat,near lighthouse,foggy,Single
2229,Two pedal boats near a lighthouse in the fog.,pedal boat,near lighthouse,foggy,Two
2230,Three pedal boats near a lighthouse in the fog.,pedal boat,near lighthouse,foggy,Three
2231,"

A pedal boat anchored near a lighthouse in the foggy weather.",pedal boat,near lighthouse,foggy,Multiple
2232,A single pedal boat near a lighthouse in a windy weather.,pedal boat,near lighthouse,windy,Single
2233,Two pedal boats near a lighthouse in a windy weather.,pedal boat,near lighthouse,windy,Two
2234,Three pedal boats near a lighthouse in windy weather.,pedal boat,near lighthouse,windy,Three
2235,"

A pedal boat anchored near a lighthouse, weathered by windy conditions.",pedal boat,near lighthouse,windy,Multiple
2236,A single pedal boat near a clear lighthouse.,pedal boat,near lighthouse,clear,Single
2237,Two pedal boats near a lighthouse in clear weather.,pedal boat,near lighthouse,clear,Two
2238,Three pedal boats near a lighthouse in clear weather.,pedal boat,near lighthouse,clear,Three
2239,"

A clear day. A pedal boat anchored near a lighthouse.",pedal boat,near lighthouse,clear,Multiple
2240,"

A single pedal boat near a sunny bridge.",pedal boat,near bridge,sunny,Single
2241,Two pedal boats near a bridge in a sunny weather.,pedal boat,near bridge,sunny,Two
2242,Three pedal boats beneath a sunny bridge.,pedal boat,near bridge,sunny,Three
2243,"

A sunny day near a bridge. A pedal boat anchored in the calm water.",pedal boat,near bridge,sunny,Multiple
2244,"

A single pedal boat beneath a near bridge in a cloudy weather.",pedal boat,near bridge,cloudy,Single
2245,Two pedal boats beneath a bridge in cloudy weather.,pedal boat,near bridge,cloudy,Two
2246,Three pedal boats beneath a bridge in cloudy weather.,pedal boat,near bridge,cloudy,Three
2247,"

A pedal boat anchored near a bridge in a cloudy day.",pedal boat,near bridge,cloudy,Multiple
2248,"

A single pedal boat under a near bridge during rainy weather.",pedal boat,near bridge,rainy,Single
2249,Two pedal boats under a bridge during rain.,pedal boat,near bridge,rainy,Two
2250,Three pedal boats beneath a bridge during rainfall.,pedal boat,near bridge,rainy,Three
2251,"

A pedal boat moored near a bridge in the rain.",pedal boat,near bridge,rainy,Multiple
2252,"

A single pedal boat near a bridge in a stormy weather.",pedal boat,near bridge,stormy,Single
2253,Two pedal boats near a bridge in a stormy weather.,pedal boat,near bridge,stormy,Two
2254,Three pedal boats near a bridge in a stormy weather.,pedal boat,near bridge,stormy,Three
2255,"

A pedal boat anchored near a bridge during a stormy weather.",pedal boat,near bridge,stormy,Multiple
2256,"

A single pedal boat on a near bridge, under a snowy sky.",pedal boat,near bridge,snowy,Single
2257,Two pedal boats near a bridge in a snowy weather.,pedal boat,near bridge,snowy,Two
2258,Three pedal boats beneath a snowy bridge.,pedal boat,near bridge,snowy,Three
2259,"

A pedal boat anchored near a snow-covered bridge.",pedal boat,near bridge,snowy,Multiple
2260,"

A single pedal boat on a near bridge in foggy weather.",pedal boat,near bridge,foggy,Single
2261,Two pedal boats near a bridge in the fog.,pedal boat,near bridge,foggy,Two
2262,Three pedal boats near a bridge in the fog.,pedal boat,near bridge,foggy,Three
2263,"

A pedal boat anchored near a foggy bridge.",pedal boat,near bridge,foggy,Multiple
2264,"

A single pedal boat near a bridge in a windy weather.",pedal boat,near bridge,windy,Single
2265,Two pedal boats near a bridge in windy weather.,pedal boat,near bridge,windy,Two
2266,Three pedal boats beneath the nearby bridge during a windy day.,pedal boat,near bridge,windy,Three
2267,"

A pedal boat anchored near a bridge in a windy day.",pedal boat,near bridge,windy,Multiple
2268,"

A single pedal boat near a clear bridge.",pedal boat,near bridge,clear,Single
2269,Two pedal boats near a bridge with clear weather.,pedal boat,near bridge,clear,Two
2270,Three pedal boats beneath a clear bridge.,pedal boat,near bridge,clear,Three
2271,"

Clear day, a pedal boat anchored near a bridge.",pedal boat,near bridge,clear,Multiple
2272,"

A sunny anchorage area with a single pedal boat.",pedal boat,anchorage area,sunny,Single
2273,Two pedal boats in an anchorage area under a sunny sky.,pedal boat,anchorage area,sunny,Two
2274,Three pedal boats in an anchorage area under a sunny sky.,pedal boat,anchorage area,sunny,Three
2275,"

Pedal boats anchored in a sunny anchorage area.",pedal boat,anchorage area,sunny,Multiple
2276,"

Pedal boat anchored in a cloudy anchorage area.",pedal boat,anchorage area,cloudy,Single
2277,Two pedal boats in an anchorage area during cloudy weather.,pedal boat,anchorage area,cloudy,Two
2278,Three pedal boats in an anchorage area with cloudy weather.,pedal boat,anchorage area,cloudy,Three
2279,"

Cloudy anchorage area with several pedal boats tied to mooring buoys.",pedal boat,anchorage area,cloudy,Multiple
2280,Pedal boat in the rainy anchorage area.,pedal boat,anchorage area,rainy,Single
2281,Two pedal boats in the anchorage during rainy weather.,pedal boat,anchorage area,rainy,Two
2282,Three pedal boats in a rainy anchorage area.,pedal boat,anchorage area,rainy,Three
2283,"

Pedal boats scattered in an anchorage during rainy weather.",pedal boat,anchorage area,rainy,Multiple
2284,Pedal boat in anchorage during stormy weather.,pedal boat,anchorage area,stormy,Single
2285,Two pedal boats in the anchorage during a storm.,pedal boat,anchorage area,stormy,Two
2286,Three pedal boats in an anchorage area during a storm.,pedal boat,anchorage area,stormy,Three
2287,"

Pedal boats scattered in an anchorage during a stormy weather.",pedal boat,anchorage area,stormy,Multiple
2288,Pedal boat in anchorage amidst snowfall.,pedal boat,anchorage area,snowy,Single
2289,Two pedal boats in an anchorage area during a snowy weather.,pedal boat,anchorage area,snowy,Two
2290,Three pedal boats in an anchorage area during a snowfall.,pedal boat,anchorage area,snowy,Three
2291,"

Pedal boats scattered in an anchorage, covered in a thick layer of snow.",pedal boat,anchorage area,snowy,Multiple
2292,"

A pedal boat in the anchorage area amidst foggy conditions.",pedal boat,anchorage area,foggy,Single
2293,Two pedal boats in the anchorage area shrouded in fog.,pedal boat,anchorage area,foggy,Two
2294,Three pedal boats in the anchorage area shrouded in fog.,pedal boat,anchorage area,foggy,Three
2295,"

Pedal boats scattered in an anchorage area, shrouded in fog.",pedal boat,anchorage area,foggy,Multiple
2296,Pedal boat in anchorage amidst windy weather.,pedal boat,anchorage area,windy,Single
2297,Two pedal boats in an anchorage area during windy weather.,pedal boat,anchorage area,windy,Two
2298,Three pedal boats in an anchorage area during windy weather.,pedal boat,anchorage area,windy,Three
2299,"

Pedal boats anchored in a windy anchorage area.",pedal boat,anchorage area,windy,Multiple
2300,Clear day in an anchorage. A single pedal boat.,pedal boat,anchorage area,clear,Single
2301,Two pedal boats in an anchorage area with clear weather.,pedal boat,anchorage area,clear,Two
2302,Three pedal boats in an anchorage area with clear weather.,pedal boat,anchorage area,clear,Three
2303,"

Clear day in an anchorage area. Several pedal boats moored at the shore.",pedal boat,anchorage area,clear,Multiple
2304,Military ship in the port under sunny weather.,military_ship,port,sunny,Single
2305,Two military_ships in a port under sunny weather.,military_ship,port,sunny,Two
2306,Three military_ships in a port under sunny weather.,military_ship,port,sunny,Three
2307,"

Five military_ships anchored in the port under sunny weather.",military_ship,port,sunny,Multiple
2308,Military ship in port during cloudy weather.,military_ship,port,cloudy,Single
2309,Two military_ships in a port during cloudy weather.,military_ship,port,cloudy,Two
2310,Three military_ships in a port with cloudy weather.,military_ship,port,cloudy,Three
2311,"

Cloudy port with multiple military_ships at anchor.",military_ship,port,cloudy,Multiple
2312,Military ship in the port during rainy weather.,military_ship,port,rainy,Single
2313,Two military_ships in a port during rainy weather.,military_ship,port,rainy,Two
2314,Three military_ships in a port during rainy weather.,military_ship,port,rainy,Three
2315,"

Military ships lined up in the port during a rainy day.",military_ship,port,rainy,Multiple
2316,Military ship in the port during a stormy weather.,military_ship,port,stormy,Single
2317,Two military_ships in a port during a stormy weather.,military_ship,port,stormy,Two
2318,Three military_ships in a port during a storm.,military_ship,port,stormy,Three
2319,"

A military_ship anchored in the port during a stormy weather.",military_ship,port,stormy,Multiple
2320,Military ship in the port under snowy weather.,military_ship,port,snowy,Single
2321,Two military_ships in a port during a snowy weather.,military_ship,port,snowy,Two
2322,Three military_ships in a port during a snowstorm.,military_ship,port,snowy,Three
2323,"

Military ships lined up in a snowy port.",military_ship,port,snowy,Multiple
2324,Military ship in port amidst foggy weather.,military_ship,port,foggy,Single
2325,Two military_ships in a port with foggy weather.,military_ship,port,foggy,Two
2326,Three military_ships in a port with foggy weather.,military_ship,port,foggy,Three
2327,"

Foggy port with multiple military_ships at anchor.",military_ship,port,foggy,Multiple
2328,Military ship in port during windy weather.,military_ship,port,windy,Single
2329,Two military_ships in a port during windy weather.,military_ship,port,windy,Two
2330,Three military_ships in a port during windy weather.,military_ship,port,windy,Three
2331,"

Five military_ships anchored in the harbor during windy weather.",military_ship,port,windy,Multiple
2332,Military ship in the port with clear weather.,military_ship,port,clear,Single
2333,Two military_ships in a port with clear weather.,military_ship,port,clear,Two
2334,Three military_ships in a port with clear weather.,military_ship,port,clear,Three
2335,"

Five military_ships anchored in the calm, clear harbor.",military_ship,port,clear,Multiple
2336,Military ship in the harbor on a sunny day.,military_ship,harbor,sunny,Single
2337,Two military_ships in a harbor under sunny weather.,military_ship,harbor,sunny,Two
2338,Three military_ships in a sunny harbor.,military_ship,harbor,sunny,Three
2339,"

Five military_ships anchored in the harbor under sunny weather.",military_ship,harbor,sunny,Multiple
2340,Military ship in the harbor with cloudy weather.,military_ship,harbor,cloudy,Single
2341,Two military_ships in a harbor with cloudy weather.,military_ship,harbor,cloudy,Two
2342,Three military_ships in a harbor with cloudy weather.,military_ship,harbor,cloudy,Three
2343,"

Five military_ships in a harbor with cloudy weather.",military_ship,harbor,cloudy,Multiple
2344,Military ship in the harbor during rainy weather.,military_ship,harbor,rainy,Single
2345,Two military_ships in a harbor during rainy weather.,military_ship,harbor,rainy,Two
2346,Three military_ships in a harbor during rainy weather.,military_ship,harbor,rainy,Three
